Row-names,Symbol,Moon-Earth___log2FoldChange,Moon-Earth___padj,data
AT5G37010,,-1.00836367,0.007000513,
AT5G37260,RVE2,-2.426124445,0.007023074,
AT1G76540,CDKB2-1,-1.152663093,0.007023074,
AT1G15510,PCMP-H73,-0.79328995,0.007023074,
AT5G26710,,-0.38378592,0.007023074,
AT4G33110,,0.472378987,0.007023074,
AT1G80370,CYCA2-4,-1.044815246,0.007092375,
AT1G47210,CYCA3-2,-1.153244344,0.007108915,
AT5G08410,FTRA2,-1.117988826,0.007231825,
AT3G57180,BPG2,-0.722064314,0.007231825,
AT1G78770,APC6,-0.964038378,0.007234822,
AT4G17610,,-0.842282753,0.007234822,
AT1G23330,,0.471733966,0.007234822,
AT3G07660,,-0.206284408,0.007271079,
AT2G14050,MCM9,-0.773911678,0.00728739,
AT5G52920,PKP2,-0.802586076,0.007298211,
AT2G47500,KIN14I,-0.777647016,0.007298211,
AT4G29840,TS1,-0.719326515,0.007298211,
AT3G52140,,-0.605557588,0.007298211,
AT5G47010,UPF1,-0.273501087,0.007298211,
AT3G05990,,-0.265781819,0.007298211,
AT5G39550,ORTH1,-1.299880877,0.007335052,
AT5G27350,SFP1,1.656968552,0.007347635,
AT4G34290,,-1.013716976,0.007348075,
AT1G49210,ATL76,-2.373453177,0.007414769,
AT1G14610,TWN2,-0.341196414,0.007414769,
AT3G57860,GIG1,-1.246638461,0.007415171,
AT3G63370,PCMP-H83,-1.042464502,0.007415171,
AT1G26330,,-1.01826996,0.007415171,
AT1G12080,,-2.787993264,0.007460424,
AT1G07610,MT1C,1.00412659,0.007467047,
AT3G02540,RAD23C,-0.461589436,0.007474011,
AT5G39840,,-0.796450719,0.007477868,
AT3G14680,CYP72A14,1.73090437,0.007477868,
AT5G59690,,-1.185481888,0.007478259,
AT2G42070,NUDT23,-0.631539554,0.007483502,
AT2G18520,,-0.656288602,0.007494865,
AT2G13680,CALS5,-1.383098361,0.007504629,
AT2G07170,TOR1L2,-1.453534895,0.007520375,
AT2G26760,CYCB1-4,-1.344208706,0.007520375,
AT4G33200,XI-I,-0.335875867,0.007520375,
AT1G53140,DRP5A,-1.555206427,0.00752748,
AT3G53170,,-0.865723498,0.00752748,
AT2G47390,,-0.97847258,0.007527917,
AT2G28630,KCS12,-1.625375397,0.007548624,
AT4G34710,ADC2,1.77728126,0.007548624,
AT2G06002,,1.90810958,0.007548624,
AT5G14600,,-0.537011462,0.007548671,
AT1G06660,JASON,-1.496778355,0.007595668,
AT2G39900,WLIN2A,-1.369029379,0.007613159,
AT4G33480,,-0.677014269,0.007613159,
AT3G58570,RH52,-1.039683308,0.007614995,
AT3G46740,TOC75-3,-0.885370097,0.007614995,
AT5G16930,,-0.794443906,0.007614995,
AT1G18080,RACK1A,-0.700068734,0.007614995,
AT1G16350,,-0.546827798,0.00761539,
AT5G63550,,-0.766576183,0.007631984,
AT4G34570,THY-2,-0.538799647,0.007631984,
AT2G47010,,1.878167684,0.007631984,
AT5G63960,,-0.35874591,0.007665409,
AT3G15500,NAC055,2.945710803,0.007672378,
AT1G49220,ATL10,-3.102693251,0.007685369,
AT5G24060,,-1.001260909,0.007706125,
AT5G47920,,0.873948295,0.007706125,
AT5G49015,,-1.156812505,0.007733849,
AT3G44310,NIT1,1.053954749,0.007733849,
AT2G37400,,-0.453377779,0.00773434,
AT3G15030,TCP4,-1.009058194,0.007735985,
AT3G48110,EDD1,-0.796242829,0.00776909,
AT4G09140,MLH1,-0.25046549,0.007773422,
AT2G41250,,1.773866359,0.007773422,
AT2G45270,GCP1,-0.667744514,0.00778001,
AT1G15290,,0.414388242,0.00778001,
AT3G06980,RH50,-1.062664829,0.007798004,
AT2G45490,AUR3,-1.174496762,0.007822175,
AT1G14680,,-1.072069829,0.007840051,
AT5G66470,,-0.913955875,0.007840051,
AT3G60900,FLA10,-1.27821598,0.007849694,
AT2G35260,,0.377530115,0.007849694,
AT1G19000,,0.378869393,0.007861269,
AT1G50290,,0.554770317,0.007861269,
AT4G29510,PRMT11,-0.720900904,0.007873217,
AT4G23040,PUX13,-0.804350764,0.007885119,
AT1G10710,PHS1,-1.720535656,0.007914515,
AT5G36210,,-0.216828998,0.007919787,
AT1G09240,NAS3,1.633641317,0.007951474,
AT1G06190,,-0.656491026,0.007990645,
AT1G34380,,-0.818357797,0.00803751,
AT5G17790,VAR3,-0.514883884,0.00803751,
AT3G56100,MRLK,-1.640915838,0.008057678,
AT5G42330,,-1.424195685,0.008057678,
AT5G46600,ALMT13,-1.377229647,0.008057678,
AT3G16450,JAL33,1.735625488,0.008057678,
AT3G55060,,-1.0003643,0.008064931,
AT2G40520,,1.064772796,0.008064931,
AT2G23620,MES1,1.50050079,0.008064931,
AT3G48900,GEN2,-1.189004719,0.00807775,
AT3G17170,RFC3,-1.183803764,0.00807775,
AT4G09040,,-1.047180601,0.00807775,
AT5G18700,RUK,-1.033290563,0.00807775,
AT2G31890,RAP,-0.851195963,0.00807775,
AT4G20020,MORF1,-0.736126446,0.00807775,
AT5G60040,NRPC1,-0.666882581,0.00807775,
AT1G07970,,-0.400092972,0.00807775,
AT2G20580,RPN1A,-0.256142611,0.00807775,
AT3G13480,,0.26938276,0.00807775,
AT2G27490,COAE,0.319072597,0.00807775,
AT3G55930,,3.204233718,0.008077881,
AT5G20630,GER3,-2.435759278,0.008126092,
AT3G55970,JRG21,3.812399477,0.00812967,
AT1G49490,,-1.540239225,0.008132477,
AT5G58600,PMR5,-1.129055352,0.008132477,
AT4G22860,,-0.990468234,0.008132477,
AT3G18110,EMB1270,-0.876916986,0.008132477,
AT5G39610,NAC92,1.613031186,0.008132477,
AT2G40200,BHLH51,1.878652571,0.008132477,
AT5G19850,,0.807895141,0.00814077,
AT5G10630,,-0.257573664,0.008208843,
AT5G18600,GRXS2,-2.128262693,0.008263053,
AT3G21520,DMP1,3.534380224,0.008263053,
AT5G11070,,-1.505733239,0.008278611,
AT2G40340,DREB2C,-3.296964847,0.008286363,
AT3G60840,MAP65-4,-1.222987676,0.00833558,
AT4G15640,,-0.599161758,0.00833558,
AT3G56080,,0.896593587,0.00833558,
AT5G02950,,0.603955032,0.008340844,
AT5G44260,TZF5,-2.132072821,0.008366585,
AT1G01190,CYP78A8,-1.818629798,0.008366585,
AT3G23940,DHAD,-0.933796935,0.008366585,
AT1G74600,PCMP-E69,-0.550650785,0.008390724,
AT4G36940,NAPRT1,-0.53095146,0.008408318,
AT3G02120,,-1.493836754,0.008438388,
AT2G18940,,-0.827525818,0.008438388,
AT2G39140,SVR1,-0.755332376,0.008438388,
AT2G47190,ATMYB2,2.319363304,0.008438388,
AT5G60730,,-1.725746121,0.008439357,
AT3G60190,DRP1E,-0.631559461,0.00844762,
AT2G17740,AT2G17740,2.959636956,0.00847248,
AT3G25980,MAD 2.00,-1.286903774,0.008476014,
AT5G14460,,-0.640211337,0.008476014,
AT5G51660,CPSF160,-0.223866555,0.008476014,
AT1G47960,C/VIF1,0.803731135,0.008476014,
AT4G21070,BRCA1,-1.315378166,0.0084853,
AT4G31050,LIP2P,-1.109917567,0.008489822,
AT1G07940,A1,-0.359426246,0.008489822,
AT1G63680,ATMURE,-0.758810571,0.008503801,
AT2G30770,CYP71A13,2.026823753,0.008611172,
AT1G55580,SCL18,1.514384047,0.008661124,
AT1G49600,ATRBP47A,-0.783359525,0.008698963,
AT3G19960,ATM1,-0.542539815,0.008714046,
AT2G44880,,-1.093516758,0.008778612,
AT2G22400,,-0.675627883,0.008778612,
AT1G07700,,0.569213382,0.008794556,
AT1G79560,FTSH12,-0.714854034,0.008799812,
AT1G30220,INT2,2.119533553,0.008799812,
AT1G49920,,-2.186683452,0.008843123,
AT2G42870,PAR1,-1.353177207,0.008867146,
AT2G38160,,-1.109393915,0.008867146,
AT2G21710,MTERF2,-0.72388545,0.008867146,
AT1G30680,,-0.675698225,0.008867146,
AT1G32500,ABCI7,-0.484391329,0.008867146,
AT1G09420,G6PD4,-1.125139603,0.008972041,
AT1G65310,ATXTH17,-2.799603106,0.008972552,
AT2G44640,,-1.10483535,0.009052536,
AT1G51310,,-0.661699938,0.009123606,
AT3G15630,,-1.822807624,0.009154025,
AT1G80190,PSF1,-0.873389504,0.009154025,
AT1G03540,PCMP-E4 AT1G03540,-0.784754655,0.009154025,
AT1G26460,,-0.411064155,0.009154025,
AT1G10470,ARR4,-0.896492028,0.009159325,
AT2G23910,,-1.79419652,0.009170465,
AT5G01590,TIC56,-0.858139998,0.009170465,
AT1G14205,,-1.382885701,0.009177449,
AT5G62690,TUBB3,-0.367657005,0.009177449,
AT2G14850,,0.308208077,0.009177449,
AT5G40942,NA,-1.718509379,0.009279735,
AT5G36890,BGLU42,-0.596796048,0.009279735,
AT2G04360,,-0.571902911,0.009279735,
AT5G49840,,-0.225327214,0.009292583,
AT1G35830,,-1.153112049,0.009304707,
AT1G60460,,-0.814600548,0.009304707,
AT2G28000,CPN60A1,-0.842972317,0.009371054,
AT4G25470,DREB1C,-1.322723791,0.009485662,
AT4G01037,WTF1,-0.905222975,0.009485662,
AT3G04340,FTSHI5,-0.582596459,0.009485662,
AT5G65630,GTE7,-0.563497585,0.009485662,
AT1G10740,,0.600467616,0.009485662,
AT4G16143,IMPA2,-0.301654935,0.009509326,
AT4G35730,,-1.308373345,0.009539626,
AT1G69770,CMT3,-1.136991038,0.009539626,
AT4G18520,PCMP-A2,-0.709693972,0.009539626,
AT1G43170,ARP 1.00,-0.705177019,0.009539626,
AT2G16640,TOC132,-0.496604637,0.009539626,
AT1G04510,PRP19A,-0.357760913,0.009539626,
AT5G42760,,1.418469385,0.009539626,
AT1G02520,ABCB11,2.113664751,0.009539626,
AT3G15110,,-0.84090196,0.009545582,
AT4G27010,,-0.933196844,0.009552024,
AT5G56680,SYNC1,-0.297636181,0.009558964,
AT5G65620,,-0.478696619,0.009571827,
AT4G27570,UGT79B3,-3.747023187,0.009588211,
AT4G02070,MSH6,-0.328509605,0.009621597,
AT3G03060,,-1.083187548,0.009638405,
AT5G35360,CAC2,-0.817666618,0.009638405,
AT5G10860,CBSX3,-0.732655263,0.009638405,
AT3G57610,PURA,-0.540448879,0.009638405,
AT3G46900,COPT2,1.740760273,0.009638405,
AT5G15760,,-0.62066382,0.009679758,
AT1G06220,CLO,-0.386245885,0.009723738,
AT1G15870,,-1.01029072,0.009743972,
AT1G52030,F-ATMBP,2.059784371,0.009743972,
AT1G07985,,2.132510436,0.009743972,
AT1G12270,HOP1,-0.475071366,0.009778293,
AT3G08770,LTP6,0.73754972,0.009778293,
AT4G15440,CYP74B2,1.254694975,0.009778293,
AT1G68620,CXE6,2.382471357,0.009778293,
AT2G23010,SCPL9,1.667538836,0.009802215,
AT1G29880,,-0.361987498,0.009818722,
AT1G72670,iqd8,-1.290754592,0.009839456,
AT1G48460,,-0.800548042,0.009890687,
AT5G57150,,0.705730406,0.009890687,
AT1G04030,,-0.732661567,0.009918998,
AT4G26050,PIRL8,2.06541203,0.009937734,
AT1G30280,,-1.555365715,0.009951412,
AT4G16807,,-1.461721923,0.009951412,
AT3G51930,,-1.112314819,0.009951412,
AT5G02530,ALY2,-0.326673733,0.009951412,
AT4G28270,RMA2,0.461813251,0.009951412,
AT2G21180,,1.057110065,0.009951412,
AT3G12870,,-1.496176928,0.009980259,
AT2G37690,,-0.833285377,0.009980259,
AT5G56120,,-1.37742374,0.010022205,
AT1G30820,,-1.359302789,0.010022205,
AT3G42725,,-0.948624605,0.010022205,
AT2G18330,,-0.608094005,0.010022205,
AT2G32730,RPN2A,-0.351863008,0.010022205,
AT1G17170,GSTU24,1.811978818,0.010022205,
AT2G33710,,2.101423726,0.010022205,
AT2G39870,,-0.762969685,0.010101222,
AT3G10070,TAF12,-0.462827337,0.010118985,
AT5G61310,,0.359865142,0.010118985,
AT3G12530,GINS2,-0.731740681,0.010148778,
AT4G37510,RNC1,-0.694778331,0.010148778,
AT4G24460,CLT2,-0.495547203,0.010148778,
AT3G52820,PAP22,2.224629377,0.010148778,
AT4G37990,CAD8,4.412467333,0.010148778,
AT5G07810,,-1.083965488,0.010173753,
AT3G58520,,-1.009819303,0.010173753,
AT1G26930,,1.004594448,0.01017496,
AT1G10780,,-1.257493217,0.010233148,
AT1G09200,HTR2,-1.216893243,0.010244315,
AT1G27090,,-0.578239464,0.01027818,
AT3G18580,,-0.778661768,0.010312949,
AT5G54920,,-0.350715481,0.010313368,
AT1G75090,,-1.120901799,0.010323606,
AT4G17240,,-1.006816304,0.010393763,
AT4G20430,SBT2.2,-1.360363618,0.010400073,
AT1G04760,VAMP726,-1.35091196,0.010400073,
AT4G25240,SKS1,-1.124370094,0.010400073,
AT4G15215,ABCG41,-0.717870812,0.010400073,
AT2G20290,XI-G,-0.434463848,0.010400073,
AT5G57250,,-0.300663178,0.010400073,
AT3G47348,,0.513740579,0.010400073,
AT1G20960,BRR2A,-0.344111715,0.010407395,
AT5G22920,RZPF34,-2.101873546,0.010428047,
AT2G46110,KPHMT1,-0.73091789,0.010428047,
AT1G80670,RAE1,-0.317733928,0.010454619,
AT2G47150,,2.044777165,0.010488688,
AT5G41920,SCL23,-0.705349897,0.010495776,
AT2G47300,,-0.814983729,0.010515433,
AT3G42170,HAT,-0.48198458,0.010525435,
AT2G25970,,-0.33553998,0.010572806,
AT5G10400,HTR2,-1.181074806,0.010585312,
AT3G23070,CFM3A,-0.643911226,0.010585312,
AT2G37500,,-0.519334332,0.010585312,
AT1G55960,,0.829649176,0.010585312,
AT3G05330,TAN,-1.075393406,0.010658639,
AT1G72550,,-0.259151739,0.01076706,
AT5G02230,,0.742095098,0.010869811,
AT4G39620,EMB2453,-0.763556798,0.010897713,
AT5G09900,EMB2107,-0.241845995,0.010897713,
AT1G52690,LEA7,3.988440617,0.010897713,
AT4G33680,DAP,-0.667600845,0.010934129,
AT1G65500,,2.019932754,0.010934129,
AT3G19210,CHR25,-1.138579888,0.01093712,
AT5G09830,BOLA2,0.267964144,0.010941677,
AT3G26760,,-1.468238883,0.010993472,
AT5G22750,RAD5,-0.738654796,0.011005961,
AT3G48870,CLPC2,-0.923818717,0.011038746,
AT1G05960,,-0.233699041,0.011038746,
AT1G05610,APS2,1.986895908,0.011038746,
AT3G60290,,-0.982551794,0.011053384,
AT1G32415,PCMP-E56,-0.903316573,0.011068963,
AT1G73670,MPK15,0.461868317,0.011068996,
AT3G01015,,-2.963823811,0.011073185,
AT5G16250,,-1.455257459,0.011073185,
AT3G59210,,0.557730519,0.011073185,
AT1G15020,QSOX1,0.992467183,0.011115009,
AT5G50260,CEP1,1.449251395,0.01113247,
AT3G02330,PCMP-E90,-1.162303118,0.011145477,
AT1G09450,HASPIN,-1.173333259,0.011150663,
AT1G31690,,-2.090266661,0.011159128,
AT1G24090,,-1.592694679,0.011159128,
AT3G48490,,-1.449056766,0.011159128,
AT4G00620,FOLD4,-0.973286892,0.011159128,
AT5G26850,,-0.822999842,0.011159128,
AT4G36580,,-0.745524197,0.011159128,
AT3G58610,,-0.593334401,0.011159128,
AT1G63730,,-0.489884767,0.011159128,
AT4G16120,COBL7,-0.488363861,0.011159128,
AT1G23180,,-0.416117694,0.011159128,
AT5G46070,,-0.276335779,0.011159128,
AT1G22050,MUB6,0.35094492,0.011159128,
AT2G18735,,0.665142726,0.011159128,
AT1G70300,POT6,1.100057927,0.011159128,
AT2G29950,EFL1,1.421896184,0.011159128,
AT1G03475,CPX1,-0.741953822,0.011176581,
AT3G09080,,-1.107105911,0.01118296,
AT1G28710,,-0.937204754,0.01118296,
AT3G13160,,-0.754941663,0.01118296,
AT2G30520,RPT2,0.899139196,0.011201772,
AT5G49030,OVA2,-0.82541437,0.011264537,
AT3G52030,,0.378468725,0.011272876,
AT1G79700,,-1.381980922,0.011285808,
AT1G30600,SBT2.1,-0.877073169,0.011285808,
AT4G04370,PCMP-E99,-0.582325104,0.011285808,
AT1G09795,HISN1B,-0.568370903,0.011285808,
AT1G52590,,0.448749772,0.011285808,
AT5G38300,,-1.30632465,0.011287723,
AT1G74150,,-1.008681672,0.011287723,
AT5G64650,,-0.445464765,0.011287723,
AT4G24210,GID2,0.513343794,0.011289567,
AT2G39200,MLO12,2.289393554,0.011289567,
AT1G63610,,-0.72147742,0.011300402,
AT2G22980,SCPL13,-1.855572729,0.01130418,
AT5G59530,,3.246142996,0.01130418,
AT3G11430,GPAT5,3.641803454,0.01130418,
AT5G24080,,3.780801921,0.01130418,
AT2G35240,MORF6,-0.551719544,0.011339992,
AT5G19620,OEP80,-0.473020769,0.011339992,
AT5G62650,,-0.281569756,0.011350478,
AT1G49760,PAB 8.00,-0.592681867,0.011429166,
AT1G22140,,0.384438986,0.011431107,
AT3G48880,,0.349158363,0.011466713,
AT1G29640,,2.091382036,0.011466713,
AT5G51200,,-0.452756181,0.011476693,
AT4G33550,,1.799843392,0.011504004,
AT5G22140,,-0.842595369,0.011571348,
AT4G30700,DYW9,-0.77243101,0.011572908,
AT3G56900,AAAS,-0.594487427,0.01158753,
AT3G63190,RRF,-0.929220418,0.011641474,
AT5G08380,AGAL1,0.980296628,0.011642897,
AT2G45023,,0.522920086,0.011644856,
AT2G31305,INH3,0.343801381,0.011650879,
AT2G25080,GPX1,-0.928395699,0.011692126,
AT3G06100,NIP7-1,-1.4515795,0.01174241,
AT3G07430,YLMG1-1,-0.859577096,0.01174241,
AT1G08130,LIG1,-0.529931773,0.011756619,
AT1G34130,STT3B,-0.379328285,0.011756619,
AT3G44735,PSK6,0.499961063,0.011771782,
AT3G49170,EMB2261,-1.034701697,0.011796012,
AT3G55260,HEXO1,-0.349916965,0.011803357,
AT1G26560,BGLU40,0.744070639,0.011803357,
AT4G37530,PER51,1.662741837,0.01182706,
AT5G64270,,-0.265612176,0.011828877,
AT3G54990,SMZ,1.655368861,0.011828877,
AT4G39630,,-1.058771972,0.011879526,
AT3G61690,,-0.215742515,0.011911313,
AT1G34430,EMB3003,-0.867581605,0.011953228,
AT1G80610,,0.521906929,0.011953228,
AT2G46680,ATHB-7,1.881476896,0.011953228,
AT4G15415,B'GAMMA,0.17477682,0.011966787,
AT1G71260,WHY2,-0.599553595,0.011975651,
AT2G22840,GRF1,-0.53993315,0.011975651,
AT2G19670,PRMT12,-1.318649267,0.011995683,
AT1G19370,,-0.906779019,0.011995683,
AT1G79470,IMPDH,-0.764736452,0.011995683,
AT5G45140,NRPC2,-0.53506692,0.011995683,
AT5G08540,,-0.534620835,0.011995683,
AT3G63130,RANGAP1,-0.412491039,0.011995683,
AT2G25660,emb2410 AT2G25660,-0.399592394,0.011995683,
AT4G26570,ATCBL3,0.223534161,0.011995683,
AT4G20440,SMB,-0.434322505,0.012038313,
AT2G36080,ARF31,1.801752346,0.012038313,
AT5G06700,TBR,-0.345011831,0.012051115,
AT5G20850,RAD51,-1.13751037,0.012089419,
AT3G51720,,-0.977043279,0.012089419,
AT2G04530,TRZ2,-0.847057963,0.01209756,
AT5G55640,,0.352716738,0.01209756,
AT1G75150,,-1.253187604,0.01210517,
AT5G62710,,-0.596906263,0.01210517,
AT1G09620,,-0.41256289,0.01210517,
AT5G01460,,-0.35979515,0.01210517,
AT1G16445,,-1.194021328,0.012146623,
AT5G17630,XPT,-0.736369124,0.012174852,
AT1G51055,,-1.22826241,0.012174883,
AT3G01410,,-1.121968031,0.012174883,
AT4G39280,,-0.364455151,0.012174883,
AT4G16310,LDL3,-0.168552838,0.012174883,
AT5G42300,UBL5,0.492398397,0.012174883,
AT5G23760,,0.660032197,0.012174883,
AT3G48540,,-1.54521913,0.012182691,
AT3G05880,RCI2A,-1.464154254,0.012185357,
AT1G20720,,-1.248664195,0.012185357,
AT3G47460,ATSMC2,-0.609288757,0.012185357,
AT1G51130,NSE4A,-0.38215868,0.012185357,
AT3G25150,,-0.3596429,0.012185357,
AT4G15765,,0.956859799,0.012185357,
AT4G37150,MES9,2.581160596,0.012212544,
AT2G20585,NFD6,-0.710366091,0.01221339,
AT1G64790,ILA,-0.529196785,0.01221339,
AT5G46580,,-0.871862436,0.012325036,
AT1G74290,,1.233179665,0.012325036,
AT1G43886,NA,1.124325233,0.012362175,
AT4G21880,,-0.74260327,0.012365221,
AT4G17085,,-0.929018671,0.012369544,
AT4G12060,CLPT2,-0.626224007,0.012369544,
AT5G42450,PCMP-E102,-0.966233993,0.012384587,
AT3G56170,CAN1,0.445175343,0.012410108,
AT5G54180,MTERF8,-0.807247151,0.012414821,
AT5G02280,,0.59347234,0.012414821,
AT1G32090,,-1.130108697,0.012537915,
AT2G31040,CGL160,-0.788182101,0.012552218,
AT4G30720,,-0.732923219,0.012552218,
AT5G52520,OVA6,-0.590981131,0.012563769,
AT1G25360,PCMP-H74,-0.819393492,0.012591009,
AT4G17100,,-1.065282311,0.012603293,
AT5G04360,PU1,-0.709579643,0.012603293,
AT3G12080,emb2738,-0.663858739,0.012603293,
AT2G27610,PCMP-H60,-1.004432444,0.012632594,
AT4G04420,NA,-2.224155066,0.012642188,
AT1G61990,,-0.264999666,0.012642188,
AT3G21500,DXPS1,3.203563141,0.012642188,
AT2G15490,UGT73B4 AT2G15490,1.607939165,0.012721077,
AT2G40260,,0.520859856,0.012758307,
AT3G25660,GATA,-1.018368606,0.01278518,
AT5G42630,KAN4,2.130193598,0.01281879,
AT5G19510,,-0.415936104,0.012822653,
AT5G41670,PGD3,-0.600372497,0.012826475,
AT5G18570,OBGL,-1.008005025,0.012897007,
AT1G80820,CCR2,2.089172053,0.012918061,
AT5G10960,CAF1-10,0.336796979,0.012921758,
AT2G33430,NA,-0.843521656,0.012925656,
AT3G19490,NHD1,-0.455189144,0.012957083,
AT4G40090,AGP3,-3.44257854,0.012972987,
AT1G75166,,0.711216214,0.012972987,
AT2G38720,MAP65-5,-1.383576844,0.012973462,
AT1G31430,PCMP-E55,-0.85982873,0.012983473,
AT5G50280,EMB1006,-0.543762567,0.013005867,
AT1G03790,SOM,3.756672574,0.013005867,
AT1G68490,,0.342286513,0.013023613,
AT5G39180,,3.495993104,0.013023613,
AT3G15540,IAA19,-1.443383989,0.013029439,
AT5G08280,HEMC,-1.072261995,0.013029439,
AT1G24510,CCT5,-0.3655078,0.013029439,
AT1G05900,NTH2,0.3392052,0.013029439,
AT1G52905,,0.383039296,0.013054306,
AT5G63290,,-0.750234273,0.013082722,
AT4G18750,DOT4,-1.063032614,0.013124694,
AT2G14045,,0.373628157,0.013129592,
AT5G61670,OR,0.404862733,0.013129592,
AT2G36830,TIP1-1,-1.241350212,0.013142097,
AT2G38040,CAC3,-0.612012041,0.013142097,
AT4G33540,,1.084521508,0.013142097,
AT3G47340,ASN1,1.935812484,0.013142097,
AT1G72260,THI2.1,2.915755354,0.013142097,
AT3G08730,ATPK1,0.883542713,0.013253022,
AT4G05120,ENT3,-1.231769247,0.013298232,
AT1G22850,,0.437365073,0.013381063,
AT1G31820,,1.204418588,0.013384306,
AT4G38160,pde191,-1.052996659,0.013396112,
AT2G37920,emb1513,-0.572617656,0.013396112,
AT4G19140,,0.390133761,0.013396112,
AT5G67370,CGLD27,0.545460507,0.013396112,
AT5G58400,PER68,2.062306803,0.013396112,
AT3G04070,NAC047,2.277074216,0.013396112,
AT1G11260,STP1,-1.03964572,0.013419821,
AT1G08540,SIGB,-0.891721354,0.013419821,
AT3G42660,,-0.784757482,0.013419821,
AT4G37095,,0.606315308,0.013419821,
AT2G01905,CYCJ18,-1.526715586,0.013421474,
AT5G48490,,1.097025731,0.013421474,
AT1G19180,TIFY10A,1.607573538,0.013421474,
AT2G45430,AHL22,-3.084199195,0.013437022,
AT5G42920,THO5B,-0.510215854,0.013437022,
AT2G46780,,-0.97920461,0.013471614,
AT1G13040,,-0.667105589,0.013471614,
AT5G16715,EMB2247,-0.662352194,0.013471614,
AT5G54110,PVA41,0.622473611,0.013471614,
AT1G27860,,3.349737336,0.013471614,
AT2G42710,,-0.647981426,0.013482396,
AT2G34060,PER19,-1.318198027,0.013508547,
AT3G15354,SPA3,0.615931077,0.013556116,
AT3G01710,,-1.245128879,0.013556587,
AT4G26600,,-0.847524828,0.013556587,
AT2G30050,SEC13B,-0.420939213,0.013556587,
AT3G52930,FBA8,-0.195462803,0.013556587,
AT3G09210,PTAC13,-0.785744282,0.013595306,
AT2G03980,,0.719335154,0.013595306,
AT5G61000,RPA1D,-1.218895431,0.013597043,
AT3G19810,,-0.561095018,0.013597043,
AT4G21920,,2.121391415,0.013673731,
AT2G22200,ERF056,1.158092212,0.013675286,
AT3G61540,,-0.308000341,0.013678054,
AT3G45930,,-1.119432322,0.01368051,
AT3G08943,,-0.389957839,0.01368299,
AT1G44835,,-0.513971192,0.013692858,
AT1G63830,,-0.385153294,0.013692858,
AT2G34490,CYP710A2,0.977876368,0.013692858,
AT3G55710,UGT76F2,-1.5478698,0.013765406,
AT3G13490,OVA5,-0.516108325,0.013765406,
AT1G62010,,-0.492097511,0.013765406,
AT5G05200,,-0.469801368,0.013765406,
AT1G09520,,0.317360044,0.013765406,
AT1G29860,WRKY71,1.817733194,0.013765406,
AT1G62420,,2.262430463,0.013765406,
AT2G02070,IDD5,-0.745260766,0.013785114,
AT4G23860,,-0.42255474,0.013807075,
AT5G46290,KASI,-0.825985983,0.01385301,
AT3G28370,,-0.621260662,0.013863313,
AT3G61890,ATHB-12,1.764617345,0.013869466,
AT5G60390,A1,-0.572679917,0.013902287,
AT3G57390,AGL18,0.454325689,0.013902287,
AT2G33380,PXG3,2.264373033,0.013902287,
AT1G04020,ATBARD1,-1.265704916,0.013963381,
AT4G20130,PTAC14,-0.797318322,0.013963381,
AT1G15810,,-0.322046472,0.013963381,
AT2G33980,atnudt22,0.322480478,0.013963381,
AT1G70340,,-0.873462462,0.013982327,
AT4G12740,MYH,-1.341497812,0.014027008,
AT5G33300,,-1.25547061,0.014027008,
AT3G52115,GR1,-1.237653313,0.014027008,
AT3G07670,,-0.47578487,0.014044348,
AT5G65570,PCMP-H47,-0.475452799,0.01410675,
AT4G01335,,-2.703433469,0.014124046,
AT5G50390,PCMP-H58,-0.537190763,0.014124046,
AT3G26050,,-1.202510419,0.014164494,
AT5G16620,TIC40,-0.591311248,0.014164494,
AT3G62360,,-0.332460013,0.014164494,
AT1G09645,,0.415260074,0.014164494,
AT1G60730,,1.038635003,0.014164494,
AT5G64410,OPT4,-1.51311311,0.014251787,
AT1G07820,,-0.504851464,0.014261333,
AT3G18390,EMB1865,-0.921875668,0.014262,
AT5G56810,,-1.692019044,0.01428753,
AT2G45950,ASK20,0.28895154,0.014355175,
AT2G28400,,1.902763952,0.014355175,
AT3G58680,MBF1B,-0.550314334,0.014355218,
AT2G46735,,0.785374243,0.014393849,
AT3G51230,,-1.222148886,0.014419337,
